district,name,abbreviated_name,address,chief,phone,yasli,fax,email,mo,inn,ogrn,note
Фрунзенский,Государственное бюджетное дошкольное образовательное учреждение детский сад №118 Фрунзенского района Санкт-Петербурга ,ГБДОУ детский сад №118 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, Будапештская улица, дом 98, корпус 4, литера А",Низова Ирина Семеновна,+7(812)778-32-49,да,+7(812)778-32-49,info.doufr118@obr.gov.spb.ru,Балканский,7816158965,1027807998217,
Фрунзенский,Государственное бюджетное дошкольное образовательное учреждение детский сад №119 общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей Фрунзенского района Санкт-Петербурга ,ГБДОУ детский сад №119 Фрунзенского района СПб," Санкт-Петербург, улица Купчинская, дом 29, корпус 2, литер А",Аббасова Светлана Андреевна,+7(812)771-71-49,да,+7(812)771-71-49,info.doufr119@obr.gov.spb.ru,Балканский,7816158203,1027807991408,
Фрунзенский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 120 комбинированного вида Фрунзенского района Санкт-Петербурга ,ГБДОУ детский сад №120 комбинированного вида Фрунзенского района СПб,"Санкт-Петербург, улица Будапештская, дом 101, корпус 2, литер А",Максимова Ольга Владимировна,+7(812)778-75-56,да,+7(812)778-75-56,info.doufr120@obr.gov.spb.ru,Балканский,7816160516,1027807997711,
Фрунзенский,"Государственное бюджетное дошкольное образовательное учреждение детский сад ""Лесное"" присмотра и оздоровления Фрунзенского района Санкт-Петербурга ","ГБДОУ детский сад ""Лесное"" Фрунзенского района СПб",,Дюкова Ольга Михайловна,+7(81372)2-27-36,да,+7(81372)2-27-36,info.doufrlesn@obr.gov.spb.ru,0,4710023627,1034701560915,"Ленинградская область, город Луга, п. пансионат ""Зеленый бор"", детский сад ""Лесное""."
Фрунзенский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 62 Фрунзенского района Санкт-Петербурга ,ГБДОУ детский сад №62 Фрунзенского района СПб," Санкт-Петербург, проспект Славы, дом 52, корпус 4 строение 1",Лукина Татьяна Владимировна,0,да,,info.doufr062@obr.gov.spb.ru,72,7816672257,1187847115334,
Кронштадтский,Государственное бюджетное дошкольное образовательное учреждение детский сад №1 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому развитию детей Кронштадтского района Санкт-Петербурга,ГБДОУ детский сад №1 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, улица Посадская,  дом 43, литера А.",Евдокимова Лариса Александровна,+7 (812) 311 36 11,Да,+7 (812) 311 46 12,detsad1kron@yandex.ru,г.Кронштадт,7818010788,1027808867580,
Кронштадтский,Государственное бюджетное дошкольное образовательное учреждение детский сад №2 общеразвивающего вида  Кронштадтского района Санкт-Петербурга,ГБДОУ детский сад №2 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, улица Гусева,  дом 10, литера А.",Базанова Светлана Михайловна,+7 (812) 311 47 28,Да,+7 (812) 311 47 28,detsad2-kron@yandex.ru,г.Кронштадт,7818010795,1027808866469,
Кронштадтский,Государственное бюджетное дошкольное образовательное учреждение детский сад №4 комбинированного вида  Кронштадтского района Санкт-Петербурга,ГБДОУ детский сад №4 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, улица Зосимова,  дом 4, литера А.",Горчакова Алла Зигмантасовна,+7 (812) 311 61 10,Да,+7 (812) 311 61 10,dou4sun@mail.ru,г.Кронштадт,7818010805,1027808868670,
Кронштадтский,Государственное бюджетное дошкольное образовательное учреждение детский сад №6 общеразвивающего вида  Кронштадтского района Санкт-Петербурга,ГБДОУ детский сад №6 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, улица Флотская, дом 10а.",Кияниченко Елена Евгеньевна,+7 (812) 311 37 62,Да,+7 (812) 311 37 62,sad-kron6@yandex.ru,г.Кронштадт,7818011037,1027808867272,
Кронштадтский,Государственное бюджетное дошкольное образовательное учреждение детский сад №6 общеразвивающего вида  Кронштадтского района Санкт-Петербурга,ГБДОУ детский сад №6 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, Цитадельское шоссе, дом 2, литера А",Кияниченко Елена Евгеньевна,+7 (812) 417 61 70,Нет,+7 (812) 417 61 70,sad-kron6@yandex.ru,г.Кронштадт,7818011037,1027808867272,
Кронштадтский,Государственное бюджетное дошкольное образовательное учреждение детский сад №6 общеразвивающего вида  Кронштадтского района Санкт-Петербурга,ГБДОУ детский сад №6 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, улица Флотская, дом 12а, литера А",Кияниченко Елена Евгеньевна,+7 (812) 417 61 70,Нет,+7 (812) 417 61 70,sad-kron6@yandex.ru,г.Кронштадт,7818011037,1027808867272,
Кронштадтский,Государственное бюджетное дошкольное образовательное учреждение детский сад №8 Кронштадтского района Санкт-Петербурга,ГБДОУ детский сад №8 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, улица Мануильского,  дом 3, литера А.",Левкина Елена Владимировна,+7 (812) 311 34 89,Да,+7 (812) 311 34 89,levkina-71@mail.ru,г.Кронштадт,7818010820,1027808867591,
Кронштадтский,Государственное бюджетное дошкольное образовательное учреждение детский сад №8 Кронштадтского района Санкт-Петербурга,ГБДОУ детский сад №8 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, Лазаревский переулок, дом 4.",Левкина Елена Владимировна,+7 (812) 311 34 89,Да,+7 (812) 311 34 89,levkina-71@mail.ru,г.Кронштадт,7818010820,1027808867591,
Кронштадтский,Государственное бюджетное дошкольное образовательное учреждение детский сад №13 комбинированного вида  Кронштадтского района Санкт-Петербурга,ГБДОУ детский сад №13 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, улица Широкая, дом 20, литера А",Романчина Людмила Петровна,+7 (812) 311 27 15,Да,+7 (812) 311 27 15,spdou13@yandex.ru,г.Кронштадт,7818010844,1027808866216,
Кронштадтский,Государственное бюджетное дошкольное образовательное учреждение детский сад №13 комбинированного вида  Кронштадтского района Санкт-Петербурга,ГБДОУ детский сад №13 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, проспект Ленина, дом 49, литера А",Романчина Людмила Петровна,+7 (812) 435 07 32,Да,+7 (812) 435 07 32,spdou13@yandex.ru,г.Кронштадт,7818010844,1027808866216,
Кронштадтский,Государственное бюджетное дошкольное образовательное учреждение детский сад №14 общеразвивающего вида  Кронштадтского района Санкт-Петербурга,ГБДОУ детский сад №14 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, улица Всеволода Вишневского, дом 6, литера А",Остроух Галина Федоровна,-,Да,-,kron-dou14@yandex.ru,г.Кронштадт,7818010851,1027808867470,
Кронштадтский,Государственное бюджетное дошкольное образовательное учреждение детский сад №17 общеразвивающего вида  Кронштадтского района Санкт-Петербурга,ГБДОУ детский сад №17 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, проспект Ленина, дом 3, литера А",Саркисова Эвелина Юрьевна,+7 (812) 311 40 27,Да,+7 (812) 311 20 09,sad17kron@mail.ru,г.Кронштадт,7818010869,1027808867382,
Кронштадтский,Государственное бюджетное дошкольное образовательное учреждение детский сад №18 комбинированного вида  Кронштадтского района Санкт-Петербурга,ГБДОУ детский сад №18 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, Кронштадтское шоссе, дом 34, корпус 2, литера А",Кошкина Марина Ивановна,+7 (812) 439 57 10,Да,+7 (812) 439 57 10,doy18kronshtadt@yandex.ru,г.Кронштадт,7818010876,1027808866470,
Кронштадтский,Государственное бюджетное дошкольное образовательное учреждение детский сад №18 комбинированного вида  Кронштадтского района Санкт-Петербурга,ГБДОУ детский сад №18 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, улица Станюковича, дом 10, литера А",Кошкина Марина Ивановна,+7 (812) 439 52 44,Да,+7 (812) 439 52 44,doy18kronshtadt@yandex.ru,г.Кронштадт,7818010876,1027808866470,
Кронштадтский,Государственное бюджетное дошкольное образовательное учреждение детский сад №18 комбинированного вида  Кронштадтского района Санкт-Петербурга,ГБДОУ детский сад №18 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, улица Станюковича, дом 4, литера А",Кошкина Марина Ивановна,+7 (812) 439 57 10,Да,+7 (812) 439 57 10,doy18kronshtadt@yandex.ru,г.Кронштадт,7818010876,1027808866470,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 1 общеразвивающего вида с приоритетным деятельности по художественно-эстетическому развитию детей Кировского района Санкт-Петербурга,ГБДОУ детский сад № 1,"198097,Санкт-Петербург,ул. Маршала Говорова, д. 24, корп. 2",Зиновьева Анна Алексеевна,+7 (812)786 71 90,да,+7 (812)786 71 90,dou1.kir@obr.gov.spb.ru,Нарвский округ,7805144801,1027802746619,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 2 компенсирующего вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 2,"198215,Санкт-Петербург,ул. Счастливая, д. 11",Смирнова Галина Алексеевна,+7 (812)377 43 01,нет,+7 (812)377 43 01,dou2.kir@obr.gov.spb.ru,Княжево,7805144819,1027802728469,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 3 комбинированного вида Кировского  района Санкт-Петербурга,ГБДОУ детский сад № 3,"198207,Санкт-Петербург,пр. Трамвайный, д. 11, корп. 4",Кузнецова Ирина Николаевна,+7 (812) 377 23 34,да,+7 (812) 377 23 34,dou3.kir@obr.gov.spb.ru,Княжево,7805144826,1027802741020,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 4 Кировского  района Санкт-Петербурга,ГБДОУ детский сад № 4,"198096,Санкт-Петербург,пр. Стачек, д. 55, пом. 51-н",Ястребинская Анна Александровна,+7 (812)783 47 69,да,+7 (812)783 47 69,dou4.kir@obr.gov.spb.ru,Автово,7805144833,1027802731582,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 4 Кировского  района Санкт-Петербурга,ГБДОУ детский сад № 4,"198096,Санкт-Петербург,пр. Стачек, д. 55, пом. 35-н",Ястребинская Анна Александровна,+7 (812)783 47 69,да,+7 (812)783 47 69,dou4.kir@obr.gov.spb.ru,Автово,7805144833,1027802731582,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 5 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому развитию детей Кировского района Санкт-Петербурга,ГБДОУ детский сад № 5,"198188,Санкт-Петербург,ул. Васи Алексеева, д. 5",Ильченко Ольга Владимировна,+7 (812)784 92 16,да,+7 (812)784 92 16,dou5.kir@obr.gov.spb.ru,Автово,7805144840,1027802731164,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 5 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому развитию детей Кировского района Санкт-Петербурга,ГБДОУ детский сад № 5,"198188,Санкт-Петербург, ул. Возрождения, д. 9",Ильченко Ольга Владимировна,+7 (812)784 92 16,да,+7 (812)784 92 16,dou5.kir@obr.gov.spb.ru,Автово,7805144840,1027802731164,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 7 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 7,"198207,Санкт-Петербург,пр. Стачек, д. 150, пом. 9-н",Павлова Марина Борисовна,43089136468,нет,+7 (812)758 07 77,dou7.kir@obr.gov.spb.ru,Дачное,7805144865,1027802762987,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 8 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 8,"198152,Санкт-Петербург,ул. Автовская, д. 23",Сулейманова Ольга Александровна,+7 (812)784 26 51,да,+7 (812)784 26 51,dou8.kir@obr.gov.spb.ru,Автово,7805144872,1027802750910,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 10 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 10,"198216,Санкт-Петербург, бульвар Новаторов, д. 7",Лимонова Марина Владимировна,+7 (812)377 23 41,да,+7 (812)377 23 41,dou10.kir@obr.gov.spb.ru,Княжево,7805144880,1037811014230,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 11 Кировского  района Санкт-Петербурга,ГБДОУ детский сад № 11,"198099,Санкт-Петербург,ул. Севастопольская, д. 11",Харламова Ирина Владимировна,+7 (812)786 20 80,да,+7 (812)786 20 80,dou11.kir@obr.gov.spb.ru,Нарвский округ,7805144897,1037811058174,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 11 Кировского  района Санкт-Петербурга,ГБДОУ детский сад № 11,"198099,Санкт-Петербург,ул. Севастопольская, д. 9",Харламова Ирина Владимировна,+7 (812)786 20 80,да,+7 (812)786 20 80,dou11.kir@obr.gov.spb.ru,Нарвский округ,7805144897,1037811058174,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 11 Кировского  района Санкт-Петербурга,ГБДОУ детский сад № 11,"198099,Санкт-Петербург,ул. Севастопольская, д. 35",Харламова Ирина Владимировна,+7 (812)786 20 80,да,+7 (812)786 20 80,dou11.kir@obr.gov.spb.ru,Нарвский округ,7805144897,1037811058174,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 12 комбинированного вида Кировского  района Санкт-Петербурга,ГБДОУ детский сад № 12,"198096,Санкт-Петербург,пр. Стачек, д. 67, корп. 7, пом. 8-н",Карташова Наталия Николаевна ,+7 (812)784 82 31,да,+7 (812)784 82 31,dou12.kir@obr.gov.spb.ru,Автово,7805144907,1027802730350,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 12 комбинированного вида Кировского  района Санкт-Петербурга,ГБДОУ детский сад № 12,"198096,Санкт-Петербург,пр. Стачек, д.  59, корп.  4",Карташова Наталия Николаевна ,+7 (812)784 82 31,да,+7 (812)784 82 31,dou12.kir@obr.gov.spb.ru,Автово,7805144907,1027802730350,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 13 компенсирующего вида Кировского района  Санкт-Петербурга,ГБДОУ детский сад № 13,"198216, Санкт-Петербург, бульвар Новаторов, д. 15",Ергина Елена Николаевна,+7 (812)376 65 44,да,+7 (812)376 65 44,dou13.kir@obr.gov.spb.ru,Княжево,7805150185,1027802728645,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 14 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 14,"198260,Санкт-Петербург,ул. Козлова, д. 47, корп. 2",Беляшкина Лариса Валерьевна,+7 (812)750 04 36,да,+7 (812)750 04 36,dou14.kir@obr.gov.spb.ru,Ульянка,7805144921,1027802739040,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 15 Кировского  района Санкт-Петербурга,ГБДОУ детский сад № 15,"198261, Санкт-Петербург, пр. Ветеранов, д. 105, корп. 2",Валявская Наталья Геннадьевна, +7 (812) 368 74 35,да, +7 (812) 368 74 35,dou15.kir@obr.gov.spb.ru,Ульянка,7805575276,1117847660193,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 16 Кировского  района Санкт-Петербурга,ГБДОУ детский сад № 16,"198099,Санкт-Петербург,ул. Промышленная, д. 24",Гусарова Татьяна Сергеевна,+7 (812)786 05 01,да,+7 (812)786 05 01,dou16.kir@obr.gov.spb.ru,Нарвский округ,7805144946,1037811058120,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 16 Кировского  района Санкт-Петербурга,ГБДОУ детский сад № 16,"г.Санкт-Петербург, Промышленная улица, дом 20/1, литера А",Гусарова Татьяна Сергеевна,+7 (812)786 05 01,да,+7 (812)786 05 01,dou16.kir@obr.gov.spb.ru,Нарвский округ,7805144946,1037811058120,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 17 комбинированного вида Кировского района  Санкт-Петербурга,ГБДОУ детский сад № 17,"198215,Санкт-Петербург,ул. Подводника Кузьмина, д. 40",Бабкова Юлия Николаевна,+7 (812)376 77 28,да,+7 (812)376 77 28,dou17.kir@obr.gov.spb.ru,Княжево,7805144784,1027802743473,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 18 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 18,"198303,Санкт-Петербург,пр. Маршала Жукова, д. 32, корп. 2",Иванова Юлия Викторовна,+7 (812)757 99 46,да,+7 (812)757 99 46,dou18.kir@obr.gov.spb.ru,Красненькая речка,7805144953,1027802732814,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 19 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 19,"198216,Санкт-Петербург,пр. Народного Ополчения, д. 11",Павликова Раиса Алексеевна,+7 (812)377 37 23,да,+7 (812)377 37 23,dou19.kir@obr.gov.spb.ru,Княжево,7805144960,1027802726687,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 19 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 19,"198216,Санкт-Петербург,пр. Народного Ополчения, д. 10, пом. 82-н, 107-н",Павликова Раиса Алексеевна,+7 (812)377 37 23,да,+7 (812)377 37 23,dou19.kir@obr.gov.spb.ru,Княжево,7805144960,1027802726687,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 20 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 20,"г.Санкт-Петербург, улица Лёни Голикова, дом 37, корпус 3, литера А",Галкова Наталья Геннадьевна,+7 (812)752 40 02,да,+7 (812)752 40 02,dou20.kir@obr.gov.spb.ru,Дачное,7805144978,1027802727017,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 21 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 21,"198216, Санкт-Петербург, бульвар Новаторов, д. 42",Петрова Татьяна Олеговна,+7 (812)377 36 83,да,+7 (812)377 36 83,dou21.kir@obr.gov.spb.ru,Княжево,7805144985,1027802774053,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 22 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому развитию детей Кировского района Санкт-Петербурга,ГБДОУ детский сад № 22,"198215,Санкт-Петербург,ул. Счастливая, д. 3",Николаенко Наталья Евгеньевна,+7 (812)377 26 05,да,+7 (812)377 26 05,dou22.kir@obr.gov.spb.ru,Княжево,7805144992,1027802767739,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 23 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому развитию детей Кировского района Санкт-Петербурга,ГБДОУ детский сад № 23,"198215,Санкт-Петербург,пр. Народного Ополчения, д. 95",Титова Алла Владимировна,+7 (812)372 23 70,да,+7 (812)372 23 70,dou23.kir@obr.gov.spb.ru,Княжево,7805144914,1027802727039,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 24 общеразвивающего вида с приоритетным деятельности по познавательно-речевому и художественно-эстетическому развитию детей Кировского района Санкт-Петербурга,ГБДОУ детский сад № 24,"198215, Санкт-Петербург, бульвар Новаторов, д. 74",Малич Надежда Петровна,+7 (812)364 62 63,да,+7 (812)364 62 63,dou24.kir@obr.gov.spb.ru,Княжево,7805145001,1027802737192,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 25 Кировского района  Санкт-Петербурга,ГБДОУ детский сад № 25,"198215,Санкт-Петербург,пр. Дачный, д. 14, корп. 2",Морозова Алла Николаевна,+7 (812)756 05 26,да,+7 (812)756 05 26,dou25.kir@obr.gov.spb.ru,Княжево,7805145019,1027802733200,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 26 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 26,"198215,Санкт-Петербург,ул. Подводника Кузьмина, д. 15",Степанова Елена Анатольевна,+7 (812)364 60 98,да,+7 (812)364 60 98,dou26.kir@obr.gov.spb.ru,Княжево,7805145026,1027802738578,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 27 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 27,"г.Санкт-Петербург, улица Лёни Голикова, дом 24, корпус 2, литера А",Бараева Светлана Васильевна,+7 (812)752 41 04,да,+7 (812)752 41 04,dou27.kir@obr.gov.spb.ru,Дачное,7805145033,1027802736763,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 28 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 28,"198217,Санкт-Петербург,пр. Дачный, д. 31, корп. 1",Чистякова Надежда Владимировна,+7 (812)756 77 71,да,+7 (812)756 77 71,dou28.kir@obr.gov.spb.ru,Дачное,7805145040,1027802738292,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 29 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому развитию детей Кировского района Санкт-Петербурга,ГБДОУ детский сад № 29,"198260,Санкт-Петербург,ул. Козлова, д. 17, корп. 2",Забоева Светлана Павловна,+7 (812)620 73 59,да,+7 (812)620 73 59,dou29.kir@obr.gov.spb.ru,Ульянка,7805145058,1027802739117,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 30 общеразвивающего вида с приоритетным деятельности по художественно-эстетическому развитию детей Кировского района Санкт-Петербурга,ГБДОУ детский сад № 30,"г.Санкт-Петербург, улица Лёни Голикова, дом 64, литера А",Смирнова  Наталия Евгеньевна,+7 (812)756 58 52,да,+7 (812)756 58 52,dou30.kir@obr.gov.spb.ru,Дачное,7805145065,1027802727028,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 31 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому развитию детей Кировского района Санкт-Петербурга,ГБДОУ детский сад № 31,"198260,Санкт-Петербург,ул. Солдата Корзуна, д. 5, корп. 2",Басова Ольга Владимировна,+7 (812)759 18 18,да,+7 (812)759 18 18,dou31.kir@obr.gov.spb.ru,Ульянка,7805145072,1027802727941,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 32 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 32,"198261,Санкт-Петербург,ул. Генерала Симоняка, д. 1, корп. 2",Ткачук Елена Викторовна,+7 (812)759 08 23,да,+7 (812)759 08 23,dou32.kir@obr.gov.spb.ru,Ульянка,7805145080,1027802725280,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 33 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 33,"198262,Санкт-Петербург,пр. Дачный, д. 3, корп. 3",Соловьева София Алексеевна,+7 (812)752 16 30,да,+7 (812)752 16 30,dou33.kir@obr.gov.spb.ru,Дачное,7805150749,1027802727930,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 33 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 33,"198262,Санкт-Петербург,пр. Стачек, д. 192, корп. 2",Соловьева София Алексеевна,+7 (812)752 16 30,да,+7 (812)752 16 30,dou33.kir@obr.gov.spb.ru,Дачное,7805150749,1027802727930,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 34 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 34,"198217,Санкт-Петербург,ул. Танкиста Хрустицкого, д. 29",Алексеева Лилия Викторовна,+7 (812)752 74 00,да,+7 (812)752 74 00,dou34.kir@obr.gov.spb.ru,Дачное,7805145097,1027802738116,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 35 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 35,"198260,Санкт-Петербург,ул. Стойкости, д. 19, корп. 2",Власова Светлана Викторовна,+7 (812)755 18 18,да,+7 (812)755 18 18,dou35.kir@obr.gov.spb.ru,Ульянка,7805526494,1107847234703,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 36 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 36,"198095,Санкт-Петербург,ул. Балтийская, д. 4",Якушева Ирина Константиновна,+7 (812)252 76 90,да,+7 (812)252 76 90,dou36.kir@obr.gov.spb.ru,Нарвский округ,7805145107,1027802735729,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 36 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 36,"198095,Санкт-Петербург,пр. Стачек, д. 16, пом. 20-н",Якушева Ирина Константиновна,+7 (812)252 76 90,да,+7 (812)252 76 90,dou36.kir@obr.gov.spb.ru,Нарвский округ,7805145107,1027802735729,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 36 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 36,"198095,Санкт-Петербург,пр. Стачек, д. 16, пом. 121-н",Якушева Ирина Константиновна,+7 (812)252 76 90,да,+7 (812)252 76 90,dou36.kir@obr.gov.spb.ru,Нарвский округ,7805145107,1027802735729,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 37 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 37,"198261,Санкт-Петербург,пр. Ветеранов, д.  95, корп.  2",Дмитриева Елена Владимировна,+7 (812)755 21 05,да,+7 (812)755 21 05,dou37.kir@obr.gov.spb.ru,Ульянка,7805145114,1027802725290,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 38 комбинированного вида Кировского  района Санкт-Петербурга,ГБДОУ детский сад № 38,"г.Санкт-Петербург, улица Лёни Голикова, дом 23, корпус 2, литера А",Тарасова Светлана Борисовна,+7 (812)757 10 74,да,+7 (812)757 10 74,dou38.kir@obr.gov.spb.ru,Дачное,7805145121,1027802754462,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 39 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 39,"198260,Санкт-Петербург,ул. Козлова, д. 33, корп. 2",Рожкова Галина Николаевна ,+7 (812)750 74 21,да,+7 (812)750 74 21,dou39.kir@obr.gov.spb.ru,Ульянка,7805145139,1037811058174,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 40 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 40,"198260,Санкт-Петербург,пр. Ветеранов, д. 94",Соснина Надежда Викторовна,+7 (812)750 83 41,нет,+7 (812)750 83 41,dou40.kir@obr.gov.spb.ru,Ульянка,7805145146,1027802737841,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 41 компенсирующего вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 41,"198188,Санкт-Петербург,ул. Новостроек, д. 6",Таширева Ольга Владимировна,+7 (812)784 89 07,нет,+7 (812)784 89 07,dou41.kir@obr.gov.spb.ru,Автово,7805145153,1027802768597,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 41 компенсирующего вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 41,"198188,Санкт-Петербург,ул. Новостроек, д. 35",Таширева Ольга Владимировна,+7 (812)784 89 07,нет,+7 (812)784 89 07,dou41.kir@obr.gov.spb.ru,Автово,7805145153,1027802768597,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 42 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 42,"198261,Санкт-Петербург,ул. Стойкости, д. 41, корп. 2",Господинова Наталья Викторовна,+7 (812)755 57 00,да,+7 (812)755 57 00,dou42.kir@obr.gov.spb.ru,Ульянка,7805145160,1027802735377,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 43 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 43,"198261,Санкт-Петербург,ул. Бурцева, д. 6",Федотова Наталья Ивановна,+7 (812)759 34 64,да,+7 (812)759 34 64,dou43.kir@obr.gov.spb.ru,Ульянка,7805145178,1027802743099,
